,Property Id,Property Name,Postal Code,Source EUI (kBtu/ftå_),Number of Buildings - Self-reported,Borough,Primary Property Type - Self Selected,Largest Property Use Type - Gross Floor Area (ftå_),Year Built,Metered Areas (Energy),ENERGY STAR Score,Median Income for Zip,building_type,gas_heat,gas_water,gas_equip,elec_heat,elec_lighting,elec_equipment,elec_fans,elec_ref,elec_cool,elec_percent_total,ENERGY STAR binned,binned source EUI
9927,"4,568,348",Excel Bradshaw 34-43 60th Street,11377,110.5,1,Queens,Multifamily Housing,81128.0,1962,Whole Building,71.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9928,"4,042,487",DEPM 1860-1 - Cosmopolitan Assoc #1,11377,128.7,4,Queens,Multifamily Housing,162450.0,1924,Whole Building,96.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9929,"4,405,970",56-08 37th Avenue,11377,56.7,1,Queens,Non-Refrigerated Warehouse,53000.0,1965,Whole Building,60.0,54989.0,warehouse,1.0,0.0,0.0,0.0,0.5743600542842435,0.12216294632411437,0.2640741260704759,0.0,0.039414572511582195,0.31808929096409977,Moderate,Low
9930,"4,414,082",Wolinetz - 37-47 61st Street,11373,139.6,1,Queens,Multifamily Housing,55500.0,1932,Whole Building,29.0,49042.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
9931,"4,042,543",DEPM 1860-2 - Cosmopolitan Assoc #2,11377,141.9,6,Queens,Multifamily Housing,164640.0,1924,Whole Building,73.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9932,"2,801,835",AAR: 65-15 38 Avenue,11377,65.1,1,Queens,Multifamily Housing,148066.0,1958,Whole Building,99.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9933,"2,950,760",55 Woodside Corp.,11377,41.5,1,Queens,Multifamily Housing,145379.0,1956,Whole Building,100.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9934,"2,813,973",HS 3930 59th St,11377,149.0,1,Queens,Multifamily Housing,52290.0,1928,Whole Building,51.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9935,"2,827,287",39-50 60th Street,11377,137.1,1,Queens,Multifamily Housing,107000.0,1940,Whole Building,84.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9936,"3,522,747",Jalen : 52-05 39th Road,11377,77.7,1,Queens,Multifamily Housing,122840.0,1951,Whole Building,57.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Low
9938,"2,969,450",Berkeley: 52-30 39th Drive 52-40 39th Drive,11377,109.9,1,Queens,Multifamily Housing,542151.0,1963,Whole Building,53.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9939,"3,108,446",ALWOLF03960  Alexander Wolf 39-60 54th Street,11377,160.6,1,Queens,Multifamily Housing,227577.0,1972,Whole Building,15.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
9940,"4,410,405",72-17 34th Avenue (WD) - Compliance,11375,91.6,1,Queens,Multifamily Housing,106308.0,1936,Whole Building,90.0,71643.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9941,"3,115,691",BRGNY007677 BRGNY 76th and 77th,11372,76.0,1,Queens,Multifamily Housing,176000.0,1951,Whole Building,99.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9942,"2,664,036",Pinnacle - 76-09 34th Ave,11372,128.4,1,Queens,Multifamily Housing,107952.0,1937,Whole Building,43.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9943,"5,932,298",78-01/78-09 34th Avenue,11372,117.5,1,Queens,Multifamily Housing,90950.0,1950,Whole Building,55.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9944,"4,848,195",New Bedford: 33-25 81st St,11372,45.2,5,Queens,Multifamily Housing,195615.0,1951,Whole Building,100.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9945,"5,815,592",69-05 35th Avenue - 43346,11377,145.6,1,Queens,Multifamily Housing,60000.0,1963,Whole Building,50.0,54989.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9946,"3,527,062",FCE : 34-20 74 Street,11372,122.6,1,Queens,Multifamily Housing,69445.0,1937,Whole Building,46.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9947,"2,817,724",34-58 74th Street,11372,109.7,1,Queens,Multifamily Housing,58278.0,1934,Whole Building,77.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9948,"4,408,004",Lovett - 34-10 75th Street / 34-15 74th Street,11372,107.7,1,Queens,Multifamily Housing,141824.0,1960,Whole Building,91.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9949,"3,096,191",BRGNY 74-15 35th ave,11372,94.4,1,Queens,Multifamily Housing,97170.0,1935,Whole Building,86.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9950,"2,836,391",DiMarco Management Co.LP,11372,112.6,1,Queens,Multifamily Housing,69670.0,1930,Whole Building,59.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9951,"4,926,761",The Versailles Apt. Owners Inc.,11372,124.9,1,Queens,Multifamily Housing,96000.0,1950,Whole Building,66.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9952,"2,817,325",Richelieu Gardens,11372,76.0,1,Queens,Multifamily Housing,104000.0,1992,Whole Building,95.0,46402.0,residential,0.8062628036289143,0.19373719637108577,0.0,0.002454883900222157,0.5572079246086895,0.4546607289585003,0.0704511102770367,0.0,0.13748364256078882,0.4015274326911327,High,Low
9953,"2,734,714",Katz: 34-35 76th Street,11372,108.8,1,Queens,Multifamily Housing,145366.0,1949,Whole Building,93.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9954,"2,814,469",SLJ: 76-15 35th Ave,11372,83.7,1,Queens,Multifamily Housing,109606.0,1939,Whole Building,94.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9955,"4,413,839","77-02 34th Avenue, Queens",11372,112.4,1,Queens,Multifamily Housing,91000.0,1950,Whole Building,73.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9956,"2,643,957",34-20 78 ST,11372,115.4,1,Queens,Multifamily Housing,113990.0,1951,Whole Building,86.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9957,"4,408,005",Lovett - 77-11 35th Avenue,11372,93.0,1,Queens,Multifamily Housing,118398.0,1941,Whole Building,93.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9958,"2,734,722",ADI: 34-19 77th Street,11372,112.6,1,Queens,Multifamily Housing,109498.0,1951,Whole Building,86.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9959,"4,952,692",AKAM - 78-10 34th Avenue,11372,91.6,1,Queens,Multifamily Housing,75833.0,1939,Whole Building,78.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9960,"4,952,700",AKAM - 34-20 79th Street,11372,91.9,1,Queens,Multifamily Housing,75833.0,1939,Whole Building,78.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9961,"4,952,704",AKAM - 34-40 79th Street,11372,94.9,1,Queens,Multifamily Housing,75833.0,1939,Whole Building,74.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9962,"4,952,710",AKAM - 78-11 35th Avenue,11372,95.2,1,Queens,Multifamily Housing,75833.0,1939,Whole Building,74.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9963,"4,952,713",AKAM - 34-41 78th Street,11372,85.0,1,Queens,Multifamily Housing,75833.0,1939,Whole Building,86.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9964,"4,952,715",AKAM - 34-21 78th Street,11372,89.9,1,Queens,Multifamily Housing,75833.0,1939,Whole Building,80.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9965,"2,805,521",79-10 34th Avenue - 23816,11372,101.6,1,Queens,Multifamily Housing,178100.0,1955,Whole Building,,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Not Available,Moderate
9966,"4,411,814",79-01 35th Ave. Owners Corp,11372,98.1,1,Queens,Multifamily Housing,50996.0,1939,Whole Building,77.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9967,"4,412,049",Norcor - 79-15 35th Avenue,11372,74.9,1,Queens,Multifamily Housing,53496.0,1939,Whole Building,96.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9968,"4,408,625",Stratford Hall Condominium,11372,179.2,1,Queens,Multifamily Housing,68000.0,1942,Whole Building,26.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,High
9969,"4,414,540",VIS - Heights Associates: 81-06 34th Avenue,11372,138.2,1,Queens,Multifamily Housing,57888.0,1951,Whole Building,40.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9970,"4,040,465",Argo - 34-24 82nd Street,11372,118.1,1,Queens,Multifamily Housing,100177.0,1937,Whole Building,60.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9971,"2,734,716",Katz: 34-31 81st Street,11372,92.5,1,Queens,Multifamily Housing,109592.0,1937,Whole Building,99.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9972,"2,801,593",AAR: 34-44 82 St,11372,112.4,1,Queens,Multifamily Housing,69387.0,1937,Whole Building,50.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9973,"4,398,059",35-20 Leverich St,11372,155.8,1,Queens,Multifamily Housing,170708.0,1964,Whole Building,13.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Low,Moderate
9974,"5,947,754",35-24 72nd Street,11372,98.6,1,Queens,Multifamily Housing,61956.0,1936,Whole Building,93.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9975,"4,419,441",Fisher: 35-15 Leverich St,11372,83.5,1,Queens,Multifamily Housing,91599.0,1956,Whole Building,89.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9976,"3,490,685",JAC TOWERS,11372,13.9,1,Queens,Multifamily Housing,53500.0,1929,Whole Building,100.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9977,"4,040,466",Argo - 72-15 37th Avenue,11372,115.8,1,Queens,Multifamily Housing,59760.0,1937,Whole Building,67.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Moderate
9978,"4,419,450",Fisher: 35-46 74 ST,11372,46.8,1,Queens,Multifamily Housing,114168.0,1936,Whole Building,100.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9979,"5,932,289",35-60 74th Street,11372,122.3,1,Queens,Multifamily Housing,55000.0,1958,Whole Building,49.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9980,"2,962,677",35-55 73rd St. LLC,11372,118.4,1,Queens,Multifamily Housing,123600.0,1937,Whole Building,54.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9981,"4,419,475",Fisher: 74-10 35th Ave,11372,154.9,1,Queens,Multifamily Housing,147000.0,1954,Whole Building,39.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
9982,"4,040,467",Argo - 35-38 75th Street,11372,83.7,1,Queens,Multifamily Housing,172362.0,1950,Whole Building,98.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9983,"2,798,261",Ceebraid: 75-08 35 Ave,11372,79.5,1,Queens,Multifamily Housing,94990.0,1950,Whole Building,95.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,High,Low
9984,"3,119,232",76th Street Realty Co LLC,11372,115.0,1,Queens,Multifamily Housing,60000.0,1954,Whole Building,55.0,46402.0,residential,0.831702601878839,0.1682914861038032,0.0,0.004439318012193585,0.32004768874371176,0.43443282381335474,0.08299973829347962,0.0,0.15807073830317248,0.08108756000867709,Moderate,Moderate
